date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:12:58	11488/11488	---M-Z	200	added ('OK')	text/css	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/address.bundle.css?cb=4A949769227216D46B9E72127D8AE533	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/address.bundleb43e.css	(from https://www.swyfft.com/address)
09:13:00	10787/10787	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a82e1041d04ed41:0%22	https://www.swyfft.com/app/dist/address.bundle.js?cb=92DE3A186EF91C995ABBE56E93BC44BD	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/address.bundle9d58.js	(from https://www.swyfft.com/address)
09:13:01	11585/11585	---M-Z	200	added ('OK')	text/css	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/aboutPrivacy.bundle.css?cb=D65C7455D470E9720A622D823A964752	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/aboutPrivacy.bundle178a.css	(from https://www.swyfft.com/About)
09:13:03	20317/20317	---M-Z	200	added ('OK')	application/x-javascript	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/AboutPrivacy.bundle.js?cb=6D26B3DD7BE1FA16123F03547A82F179	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/AboutPrivacy.bundle670a.js	(from https://www.swyfft.com/About)
09:13:05	22653/22653	---M-Z	200	added ('OK')	text/css	etag:%22937c1041d04ed41:0%22	https://www.swyfft.com/app/dist/contact.bundle.css?cb=1AADEB8DECDBEAC1FF93189856EE1063	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/contact.bundlef798.css	(from https://www.swyfft.com/ContactUs)
09:13:07	135099/135099	---M--	200	added ('OK')	image/jpeg	etag:%22c01ac1315b8ed21:0%22	https://www.swyfft.com/images/jersey-office.jpg	C:/HTTRACKSites/swiftt/www.swyfft.com/images/jersey-office.jpg	(from https://www.swyfft.com/ContactUs)
09:13:08	118614/118614	---M--	200	added ('OK')	image/jpeg	etag:%228ad2ca315b8ed21:0%22	https://www.swyfft.com/images/redmond-office.jpg	C:/HTTRACKSites/swiftt/www.swyfft.com/images/redmond-office.jpg	(from https://www.swyfft.com/ContactUs)
09:13:09	9929/9929	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a82e1041d04ed41:0%22	https://www.swyfft.com/app/dist/contact.bundle.js?cb=0885649571A096266E71881518073DF3	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/contact.bundleb4f5.js	(from https://www.swyfft.com/ContactUs)
09:13:11	12231/12231	---M-Z	200	added ('OK')	text/css	etag:%22937c1041d04ed41:0%22	https://www.swyfft.com/app/dist/faq.bundle.css?cb=A42C0BCD8E9493A9C1767EC4EE21E211	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/faq.bundle3741.css	(from https://www.swyfft.com/Faq)
09:13:13	22578/22578	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202018%2008:13:11%20GMT	https://www.swyfft.com/Faq/Agents	C:/HTTRACKSites/swiftt/www.swyfft.com/Faq/Agents.html	(from https://www.swyfft.com/Faq)
09:13:14	831/831	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a82e1041d04ed41:0%22	https://www.swyfft.com/app/dist/Faq.bundle.js?cb=15B945D4EE28C89F9366AFCF1E2F3C13	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/Faq.bundle0551.js	(from https://www.swyfft.com/Faq)
09:13:16	17319/17319	---M-Z	200	added ('OK')	text/css	etag:%2286a31041d04ed41:0%22	https://www.swyfft.com/app/dist/press.bundle.css?cb=7199B76361CAD382F76BA0D59B9C48C1	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/press.bundle677f.css	(from https://www.swyfft.com/Press)
09:13:17	15269/15269	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b171041d04ed41:0%22	https://www.swyfft.com/app/dist/press.bundle.js?cb=C2FF754430B2E9B0EC609358BA1B3382	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/press.bundle96b6.js	(from https://www.swyfft.com/Press)
09:13:19	10780/10780	---M-Z	200	added ('OK')	text/css	etag:%22937c1041d04ed41:0%22	https://www.swyfft.com/app/dist/claims.bundle.css?cb=BB8E9DEAEFCF9D97982E5086A1CB4E48	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/claims.bundle76c5.css	(from https://www.swyfft.com/Claims)
09:13:21	13109/13109	---M-Z	200	added ('OK')	application/x-javascript	etag:%2209a3818ba6daf1:0%22	https://www.swyfft.com/node_modules/iframe-resizer/js/iframeResizer.min.js	C:/HTTRACKSites/swiftt/www.swyfft.com/node_modules/iframe-resizer/js/iframeResizer.min.js	(from https://www.swyfft.com/Claims)
09:13:22	718/718	---M-Z	200	added ('OK')	application/x-javascript	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/Claims.bundle.js?cb=8D4FF17FA997220FE732EE86BB2B851E	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/Claims.bundle9f75.js	(from https://www.swyfft.com/Claims)
09:13:24	20317/20317	---M-Z	200	added ('OK')	application/x-javascript	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/aboutPrivacy.bundle.js?cb=6D26B3DD7BE1FA16123F03547A82F179	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/aboutPrivacy.bundle670a-2.js	(from https://www.swyfft.com/privacy)
09:13:26	4073/4073	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Sep%202018%2008:13:25%20GMT	https://www.swyfft.com/;%20path=/	C:/HTTRACKSites/swiftt/www.swyfft.com/;%20path=/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:10	0/0	---M--	401	error ('Unauthorized')	text/html	date:Wed,%2019%20Sep%202018%2008:13:26%20GMT	https://www.swyfft.com/api/quotes/	C:/HTTRACKSites/swiftt/www.swyfft.com/api/quotes/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:12	4073/4073	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Sep%202018%2008:14:10%20GMT	https://www.swyfft.com/trident/	C:/HTTRACKSites/swiftt/www.swyfft.com/trident/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:14	4081/4081	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Sep%202018%2008:14:13%20GMT	https://www.swyfft.com/AppleWebKit/	C:/HTTRACKSites/swiftt/www.swyfft.com/AppleWebKit/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:16	72/72	---M--	405	error ('Method%20Not%20Allowed')	text/html	date:Wed,%2019%20Sep%202018%2008:13:25%20GMT	https://www.swyfft.com/api/propertyLocation/	C:/HTTRACKSites/swiftt/www.swyfft.com/api/propertyLocation/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:16	4071/4071	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Sep%202018%2008:14:14%20GMT	https://www.swyfft.com/Safari/	C:/HTTRACKSites/swiftt/www.swyfft.com/Safari/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:17	72/72	---M--	405	error ('Method%20Not%20Allowed')	text/html	date:Wed,%2019%20Sep%202018%2008:13:26%20GMT	https://www.swyfft.com/api/property/	C:/HTTRACKSites/swiftt/www.swyfft.com/api/property/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:18	24648/24648	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Sep%202018%2008:14:17%20GMT	https://www.swyfft.com/home/	C:/HTTRACKSites/swiftt/www.swyfft.com/home/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:20	72/72	---M--	405	error ('Method%20Not%20Allowed')	text/html	date:Wed,%2019%20Sep%202018%2008:13:27%20GMT	https://www.swyfft.com/api/commercial/quotes/	C:/HTTRACKSites/swiftt/www.swyfft.com/api/commercial/quotes/index.html	(from https://www.swyfft.com/app/dist/commons.bundle.js?cb=7565778EABFD4EC69435B6979F24514C)
09:14:40	67681/67681	---M--	200	added ('OK')	image/jpeg	etag:%229fcca7315b8ed21:0%22	https://www.swyfft.com/images/HeroQuote.jpg	C:/HTTRACKSites/swiftt/www.swyfft.com/images/HeroQuote.jpg	(from https://www.swyfft.com/app/dist/quote.bundle.css?cb=28424E8F692EE3438A8E0D4E3D4F4009)
09:14:41	1427/1427	---M--	200	added ('OK')	image/png	etag:%22d128af315b8ed21:0%22	https://www.swyfft.com/images/btn-dropdown.png	C:/HTTRACKSites/swiftt/www.swyfft.com/images/btn-dropdown.png	(from https://www.swyfft.com/app/dist/quote.bundle.css?cb=28424E8F692EE3438A8E0D4E3D4F4009)
09:14:42	15861/15861	---M--	200	added ('OK')	image/png	etag:%22b84eaf315b8ed21:0%22	https://www.swyfft.com/images/btn-dropdown_flipped.png	C:/HTTRACKSites/swiftt/www.swyfft.com/images/btn-dropdown_flipped.png	(from https://www.swyfft.com/app/dist/quote.bundle.css?cb=28424E8F692EE3438A8E0D4E3D4F4009)
09:14:44	1237/1237	---M--	200	added ('OK')	image/png	etag:%226e15ae315b8ed21:0%22	https://www.swyfft.com/images/arrow.png	C:/HTTRACKSites/swiftt/www.swyfft.com/images/arrow.png	(from https://www.swyfft.com/app/dist/quote.bundle.css?cb=28424E8F692EE3438A8E0D4E3D4F4009)
09:14:46	12236/12236	---M-Z	200	added ('OK')	text/css	etag:%229b551041d04ed41:0%22	https://www.swyfft.com/app/dist/agentFAQ.bundle.css?cb=6008E671A27F3670D1DE04DE7B30643B	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/agentFAQ.bundle51bc.css	(from https://www.swyfft.com/Faq/Agents)
09:14:48	661/661	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a82e1041d04ed41:0%22	https://www.swyfft.com/app/dist/agentFAQ.bundle.js?cb=FAE946C7B0BEEDF932A584385C8F6180	C:/HTTRACKSites/swiftt/www.swyfft.com/app/dist/agentFAQ.bundle5283.js	(from https://www.swyfft.com/Faq/Agents)
